date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-09-01 23:07:13,realDonaldTrump,,22454,40321,149778,"Kenosha, Wisconsin, we’re with you all the way!",,,,1300933256762798080,https://twitter.com/realDonaldTrump/status/1300933256762798080
2020-09-01 22:20:24,realDonaldTrump,PpollingNumbers,8087,13281,61427,"Great honor, but think we are much higher than 46%. Hidden vote!",,,,1300921475713597447,https://twitter.com/realDonaldTrump/status/1300921475713597447
2020-09-01 22:04:03,realDonaldTrump,esaagar,5491,13643,49828,"There has not. They are the Enemy of the People. TDS!",,,,1300917361147629569,https://twitter.com/realDonaldTrump/status/1300917361147629569
2020-09-01 21:59:03,realDonaldTrump,KurtSchlichter,5399,9790,38856,"Not even a “minor” one. Thank you!",,,,1300916103229526017,https://twitter.com/realDonaldTrump/status/1300916103229526017
2020-09-01 21:53:19,realDonaldTrump,AndrewPollackFL,5603,17572,82950,"True!",,,,1300914658337910784,https://twitter.com/realDonaldTrump/status/1300914658337910784
2020-09-01 21:47:40,realDonaldTrump,marklevinshow,8213,12913,45522,"Drudge didn’t support me in 2016, and I hear he doesn’t support me now. Maybe that’s why he is doing poorly. His Fake News report on Mini-Strokes is incorrect. Possibly thinking about himself, or the other party’s “candidate”.",,,,1300913237869752321,https://twitter.com/realDonaldTrump/status/1300913237869752321
2020-09-01 16:57:24,realDonaldTrump,,8317,27790,191301,"I was saddened to learn of the passing of India's former President, Pranab Mukherjee. I send my condolences to his family and the people of India as they grieve the loss of a great leader.",,,,1300840191771340801,https://twitter.com/realDonaldTrump/status/1300840191771340801
2020-09-01 15:18:53,realDonaldTrump,,18737,24784,135865,"Had a very productive conversation with Kevin Warren, Commissioner of the Big Ten Conference, about immediately starting up Big Ten football. Would be good (great!) for everyone - Players, Fans, Country. On the one yard line!",,,,1300815396950478849,https://twitter.com/realDonaldTrump/status/1300815396950478849
2020-09-01 15:09:40,realDonaldTrump,,15435,25969,135989,"Heading to Kenosha, Wisconsin, to thank Law Enforcement and the National Guard for a job well done. The Violence stopped six days ago, the moment the Guard entered the picture. Thank you!",,,,1300813079366770689,https://twitter.com/realDonaldTrump/status/1300813079366770689
2020-09-01 15:04:25,realDonaldTrump,,64396,44502,186290,"It never ends! Now they are trying to say that your favorite President, me, went to Walter Reed Medical Center, having suffered a series of mini-strokes. Never happened to THIS candidate - FAKE NEWS. Perhaps they are referring to another candidate from another Party!",,,,1300811758051954695,https://twitter.com/realDonaldTrump/status/1300811758051954695
2020-09-01 14:02:30,realDonaldTrump,latimes,2901,8123,35667,"Good luck to Sean Compton, a winner at everything he does!",,,,1300796174207680512,https://twitter.com/realDonaldTrump/status/1300796174207680512
2020-09-01 12:52:40,realDonaldTrump,,40388,44341,218033,"People are tired of watching the highly political @NBA. Basketball ratings are WAY down, and they won’t be coming back. I hope football and baseball are watching and learning because the same thing will be happening to them. Stand tall for our Country and our Flag!!!",,@NBA,,1300778602301190144,https://twitter.com/realDonaldTrump/status/1300778602301190144
2020-09-01 03:42:05,realDonaldTrump,DanScavino,10803,17883,64899,"Biden will also raise your taxes like never before. Sad!",,,,1300640042105344001,https://twitter.com/realDonaldTrump/status/1300640042105344001
2020-09-01 03:39:14,realDonaldTrump,,4538,30565,128999,"Kimberly Klacik is really working hard to help the people of Baltimore. She is running for Congress as a Republican, & if she wins she will be an inspiration to all. She is strong on inner city rebuilding, healthcare, our Military & Vets. She has my Complete & Total Endorsement!",,,,1300639323436523520,https://twitter.com/realDonaldTrump/status/1300639323436523520
